RegionID,SizeRank,RegionName,RegionType,StateName,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20,10/31/20,11/30/20,12/31/20,1/31/21,2/28/21,3/31/21,4/30/21,5/31/21,6/30/21,7/31/21,8/31/21,9/30/21
394413,779,"Brenham, TX",Msa,TX,236547,237575,238731,239685,240743,241644,242745,243906,245095,246405,247327,248153,248811,248667,248475,248045,248511,248787,249336,249571,250012,250587,252371,254104,255703,257344,258123,258790,259051,260434,262022,263578,
394569,780,"Emporia, KS",Msa,KS,116933,116938,117167,117655,118154,118700,119305,119785,120076,120211,120394,120570,120664,120779,120896,121072,121065,121106,121321,121960,122716,123284,124401,125320,126298,127141,128034,128891,129383,130018,130938,131918,
753892,782,"Jackson, OH",Msa,OH,105317,105620,105719,105979,106377,107143,107952,108953,109651,110279,110464,110669,110756,110822,110975,111115,111599,112045,112535,112798,112839,113103,114509,116273,117904,118877,119697,120560,121165,122068,122619,123114,
394613,783,"Frankfort, IN",Msa,IN,118457,119296,120035,120786,121457,122155,122712,123237,123879,124526,125248,125919,126589,126997,127321,127718,128210,128784,129228,129629,129993,130463,131681,133026,134295,135552,136775,137741,138413,138958,139853,140507,
394414,784,"Brevard, NC",Msa,NC,254026,255209,256410,257454,258578,259734,260918,262042,263053,264134,264787,265295,265722,266887,268061,269028,269673,270552,271537,272058,272802,273811,276404,278853,281008,283974,286984,290154,291925,293647,295511,297340,
395149,785,"Taos, NM",Msa,NM,283667,285034,284217,286901,292498,297670,303035,305296,307905,309480,310755,312993,313617,315329,315849,317471,317404,318530,319839,320986,323591,326634,335604,342957,347391,347839,347219,350940,355584,361477,367577,373484,381299
753902,786,"Malvern, AR",Msa,AR,112860,113327,113648,113989,114377,114819,115141,115470,115873,116466,116616,116720,116679,117273,117832,118489,118388,118230,118077,118208,118630,119057,120229,120686,121005,121284,122211,123043,123950,124695,125797,126358,129107
395165,787,"Troy, AL",Msa,AL,131543,132075,133124,133920,134239,134452,134569,134528,134491,134823,135315,135909,136424,137063,137014,136680,136486,136756,137156,137383,139043,141132,143807,144944,146184,147202,148358,149299,150272,150812,151197,151077,
395196,788,"Wabash, IN",Msa,IN,111254,111944,112633,113239,113884,114415,114919,115330,115821,116229,116580,116887,117293,117605,117838,118017,118332,118714,118944,119062,119270,119629,120725,121724,122829,123810,124907,125960,126561,127129,127729,128369,
394433,789,"Cambridge, MD",Msa,MD,153680,153963,154522,155336,156127,156729,157468,158306,159160,159918,159617,159153,158420,158564,158659,158951,158911,159103,159386,159860,160391,160677,162105,163471,165210,166443,167654,168773,170166,171644,173219,174315,
